iter	Logloss
0	0.5132431014
1	0.396410486
2	0.2912738411
3	0.2133751598
4	0.1583884447
5	0.1177136305
6	0.08695511571
7	0.06539751589
8	0.05007188705
9	0.03899663763
10	0.03085574906
11	0.02469947008
12	0.02007300877
13	0.01667131306
14	0.01383492518
15	0.01178870819
16	0.01011138357
17	0.008898373089
18	0.007809665427
19	0.00695007613
20	0.00635532876
21	0.005764755172
22	0.005287772041
23	0.004893635868
24	0.004606093448
25	0.004376424573
26	0.004181712522
27	0.003973631421
28	0.003792586491
29	0.003651918958
30	0.003529642448
31	0.003423614406
32	0.003344636792
33	0.003258997964
34	0.0031877465
35	0.003127327598
36	0.003067432465
37	0.003004484016
38	0.002959502069
39	0.002919538113
40	0.002881601281
41	0.002832797492
42	0.002806962949
43	0.002772037013
44	0.002744687351
45	0.002721619951
46	0.002688353433
47	0.00265779384
48	0.00264090002
49	0.002625478536
50	0.002610729226
51	0.002595187125
52	0.002581914423
53	0.002574610906
54	0.002561440164
55	0.002544926897
56	0.002535829005
57	0.002510496459
58	0.002494694015
59	0.002489375769
60	0.002456110647
61	0.002431467208
62	0.002411619163
63	0.002393135642
64	0.002381981291
65	0.00236375928
66	0.002351531741
67	0.00232866159
68	0.002313703228
69	0.002309621119
70	0.002304334486
71	0.002287872328
72	0.00227426862
73	0.002266223479
74	0.002253019013
75	0.002250070611
76	0.002233560433
77	0.002230457007
78	0.002226136692
79	0.002215655531
80	0.002203533704
81	0.00218977852
82	0.002180716044
83	0.00217461863
84	0.002165427515
85	0.002158969455
86	0.002145528435
87	0.002126513071
88	0.002110703959
89	0.002098869761
90	0.002093727089
91	0.002088122219
92	0.002084135337
93	0.00207675442
94	0.002067541807
95	0.002058837074
96	0.002047911252
97	0.002044343892
98	0.002038467439
99	0.002032712062
100	0.002029644233
101	0.002023208991
102	0.002016491022
103	0.002013711514
104	0.002007213267
105	0.002003948146
106	0.001998634714
107	0.001993170427
108	0.001983855919
109	0.001979984092
110	0.001968136018
111	0.001963746082
112	0.00195784959
113	0.001955904837
114	0.001953382121
115	0.001951584969
116	0.001948163788
117	0.001944287742
118	0.001936908522
119	0.001928758892
120	0.001923465428
121	0.00192100068
122	0.001917694372
123	0.001914435924
124	0.001901653636
125	0.001892296983
126	0.001887677762
127	0.001883968224
128	0.00187959354
129	0.001875852062
130	0.001871806971
131	0.001868906378
132	0.00186380498
133	0.001856668407
134	0.001852560821
135	0.001850408927
136	0.001848156753
137	0.001843145789
138	0.001841451552
139	0.001838198871
140	0.001835241198
141	0.00183230264
142	0.001830763979
143	0.001825427239
144	0.001819971793
145	0.001814907609
146	0.001811020432
147	0.00180453199
148	0.001802283476
149	0.001794822992
150	0.001792071041
151	0.001785535294
152	0.001782479199
153	0.001778684275
154	0.001774531751
155	0.001772386785
156	0.0017690466
157	0.001761637049
158	0.00175250204
159	0.001749836504
160	0.001745390188
161	0.001739493143
162	0.001737013009
163	0.001733749741
164	0.001731071429
165	0.001725044732
166	0.001718614385
167	0.001716040298
168	0.001710964798
169	0.001709562824
170	0.001697795585
171	0.001690950205
172	0.00168793809
173	0.001686232927
174	0.001683943941
175	0.001678161514
176	0.001673941287
177	0.001669952273
178	0.001665054595
179	0.001655768574
180	0.001651044492
181	0.001649876478
182	0.001644374772
183	0.001639531
184	0.001635456648
185	0.001630974624
186	0.001626209074
187	0.001623923093
188	0.001619235703
189	0.001618166203
190	0.001613080291
191	0.001612219987
192	0.001610357714
193	0.001604262816
194	0.001601146391
195	0.001598267252
196	0.001592184667
197	0.001588748684
198	0.001586343845
199	0.001585201685
200	0.001584353916
201	0.001579615491
202	0.001576520085
203	0.001575341342
204	0.00157188568
205	0.001563531361
206	0.001559293447
207	0.001556134986
208	0.001554295399
209	0.001553669425
210	0.00155164694
211	0.001545341524
212	0.001541246502
213	0.001536801847
214	0.001533753533
215	0.001531802151
216	0.001529258614
217	0.001524800516
218	0.001521182457
219	0.001518748822
220	0.001516298437
221	0.001512897924
222	0.001510335615
223	0.001509158464
224	0.001505821561
225	0.001503162575
226	0.001500867591
227	0.001494250885
228	0.001491144814
229	0.001487284388
230	0.001483991965
231	0.001480587932
232	0.001477180436
233	0.001475344599
234	0.001469032986
235	0.00146732055
236	0.001464226489
237	0.001457298273
238	0.001452100473
239	0.001446538527
240	0.001443425927
241	0.001442016197
242	0.001434688189
243	0.001432246571
244	0.001428527256
245	0.001425788913
246	0.001423855067
247	0.001421108807
248	0.001418745299
249	0.001414484427
250	0.001409813785
251	0.001404645739
252	0.001403232365
253	0.001398501066
254	0.001395741142
255	0.001393027936
256	0.001391130923
257	0.001389189078
258	0.001386716223
259	0.001382286264
260	0.001379880782
261	0.001375802635
262	0.001373532691
263	0.001371294913
264	0.001367113712
265	0.001363166681
266	0.001359079198
267	0.001357702437
268	0.001356387348
269	0.001353548318
270	0.001350325435
271	0.001348146705
272	0.00134503745
273	0.001343432151
274	0.001341124781
275	0.001336396411
276	0.001334775016
277	0.001333052955
278	0.001331290167
279	0.001329576586
280	0.001327822787
281	0.001325771719
282	0.001320072712
283	0.001318872488
284	0.00131618817
285	0.001314287522
286	0.001312641683
287	0.00131098749
288	0.001309593201
289	0.001306882182
290	0.00130568956
291	0.00130241907
292	0.001301170776
293	0.001296898014
294	0.001295529431
295	0.001294607168
296	0.001290622457
297	0.001288936907
298	0.001287089842
299	0.001285121457
